memory_length,nb_attractors,min_attractors,max_attractors,eta,tick
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 157, 157, 157, 0.15, 0
1, 27, 27, 27, 0.15, 0
1, 16, 16, 16, 0.15, 0
1, 16, 16, 16, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
150, 41, 41, 41, 0.15, 1
149, 41, 41, 41, 0.15, 0
148, 41, 41, 41, 0.15, 0
147, 41, 41, 41, 0.15, 0
146, 41, 41, 41, 0.15, 0
145, 41, 41, 41, 0.15, 0
144, 41, 41, 41, 0.15, 0
143, 41, 41, 41, 0.15, 0
142, 41, 41, 41, 0.15, 0
141, 41, 41, 41, 0.15, 0
140, 41, 41, 41, 0.15, 0
139, 41, 41, 41, 0.15, 0
138, 41, 41, 41, 0.15, 0
137, 41, 41, 41, 0.15, 0
136, 41, 41, 41, 0.15, 0
135, 41, 41, 41, 0.15, 0
134, 41, 41, 41, 0.15, 0
133, 41, 41, 41, 0.15, 0
132, 41, 41, 41, 0.15, 0
131, 41, 41, 41, 0.15, 0
130, 41, 41, 41, 0.15, 0
129, 41, 41, 41, 0.15, 0
128, 41, 41, 41, 0.15, 0
127, 41, 41, 41, 0.15, 0
126, 41, 41, 41, 0.15, 0
125, 41, 41, 41, 0.15, 0
124, 41, 41, 41, 0.15, 0
123, 41, 41, 41, 0.15, 0
122, 41, 41, 41, 0.15, 0
121, 41, 41, 41, 0.15, 0
120, 41, 41, 41, 0.15, 0
119, 41, 41, 41, 0.15, 0
118, 41, 41, 41, 0.15, 0
117, 41, 41, 41, 0.15, 0
116, 41, 41, 41, 0.15, 0
115, 41, 41, 41, 0.15, 0
114, 41, 41, 41, 0.15, 0
113, 41, 41, 41, 0.15, 0
112, 41, 41, 41, 0.15, 0
111, 41, 41, 41, 0.15, 0
110, 41, 41, 41, 0.15, 0
109, 41, 41, 41, 0.15, 0
108, 41, 41, 41, 0.15, 0
107, 41, 41, 41, 0.15, 0
106, 41, 41, 41, 0.15, 0
105, 41, 41, 41, 0.15, 0
104, 41, 41, 41, 0.15, 0
103, 41, 41, 41, 0.15, 0
102, 41, 41, 41, 0.15, 0
101, 41, 41, 41, 0.15, 0
100, 41, 41, 41, 0.15, 0
99, 41, 41, 41, 0.15, 0
98, 41, 41, 41, 0.15, 0
97, 41, 41, 41, 0.15, 0
96, 41, 41, 41, 0.15, 0
95, 41, 41, 41, 0.15, 0
94, 41, 41, 41, 0.15, 0
93, 41, 41, 41, 0.15, 0
92, 41, 41, 41, 0.15, 0
91, 41, 41, 41, 0.15, 0
90, 41, 41, 41, 0.15, 0
89, 41, 41, 41, 0.15, 0
88, 41, 41, 41, 0.15, 0
87, 41, 41, 41, 0.15, 0
86, 41, 41, 41, 0.15, 0
85, 41, 41, 41, 0.15, 0
84, 41, 41, 41, 0.15, 0
83, 41, 41, 41, 0.15, 0
82, 41, 41, 41, 0.15, 0
81, 41, 41, 41, 0.15, 0
80, 41, 41, 41, 0.15, 0
79, 41, 41, 41, 0.15, 0
78, 41, 41, 41, 0.15, 0
77, 41, 41, 41, 0.15, 0
76, 41, 41, 41, 0.15, 0
75, 41, 41, 41, 0.15, 0
74, 41, 41, 41, 0.15, 0
73, 41, 41, 41, 0.15, 0
72, 41, 41, 41, 0.15, 0
71, 41, 41, 41, 0.15, 0
70, 41, 41, 41, 0.15, 0
69, 41, 41, 41, 0.15, 0
68, 41, 41, 41, 0.15, 0
67, 41, 41, 41, 0.15, 0
66, 41, 41, 41, 0.15, 0
65, 41, 41, 41, 0.15, 0
64, 41, 41, 41, 0.15, 0
63, 41, 41, 41, 0.15, 0
62, 41, 41, 41, 0.15, 0
61, 41, 41, 41, 0.15, 0
60, 41, 41, 41, 0.15, 0
59, 41, 41, 41, 0.15, 0
58, 41, 41, 41, 0.15, 0
57, 41, 41, 41, 0.15, 0
56, 41, 41, 41, 0.15, 0
55, 41, 41, 41, 0.15, 0
54, 41, 41, 41, 0.15, 0
53, 41, 41, 41, 0.15, 0
52, 41, 41, 41, 0.15, 0
51, 41, 41, 41, 0.15, 0
50, 41, 41, 41, 0.15, 0
49, 41, 41, 41, 0.15, 0
48, 41, 41, 41, 0.15, 0
47, 41, 41, 41, 0.15, 0
46, 41, 41, 41, 0.15, 0
45, 41, 41, 41, 0.15, 0
44, 41, 41, 41, 0.15, 0
43, 41, 41, 41, 0.15, 0
42, 41, 41, 41, 0.15, 0
41, 41, 41, 41, 0.15, 0
40, 41, 41, 41, 0.15, 0
39, 41, 41, 41, 0.15, 0
38, 41, 41, 41, 0.15, 0
37, 41, 41, 41, 0.15, 0
36, 41, 41, 41, 0.15, 0
35, 41, 41, 41, 0.15, 0
34, 41, 41, 41, 0.15, 0
33, 41, 41, 41, 0.15, 0
32, 41, 41, 41, 0.15, 0
31, 41, 41, 41, 0.15, 0
30, 41, 41, 41, 0.15, 0
29, 41, 41, 41, 0.15, 0
28, 41, 41, 41, 0.15, 0
27, 41, 41, 41, 0.15, 0
26, 41, 41, 41, 0.15, 0
25, 41, 41, 41, 0.15, 0
24, 41, 41, 41, 0.15, 0
23, 41, 41, 41, 0.15, 0
22, 41, 41, 41, 0.15, 0
21, 41, 41, 41, 0.15, 0
20, 41, 41, 41, 0.15, 0
19, 41, 41, 41, 0.15, 0
18, 41, 41, 41, 0.15, 0
17, 41, 41, 41, 0.15, 0
16, 41, 41, 41, 0.15, 0
15, 41, 41, 41, 0.15, 0
14, 41, 41, 41, 0.15, 0
13, 41, 41, 41, 0.15, 0
12, 41, 41, 41, 0.15, 0
11, 41, 41, 41, 0.15, 0
10, 41, 41, 41, 0.15, 0
9, 41, 41, 41, 0.15, 0
8, 41, 41, 41, 0.15, 0
7, 41, 41, 41, 0.15, 0
6, 41, 41, 41, 0.15, 0
5, 41, 41, 41, 0.15, 0
4, 41, 41, 41, 0.15, 0
3, 41, 41, 41, 0.15, 0
2, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 45, 45, 45, 0.15, 0
1, 29, 29, 29, 0.15, 0
1, 29, 29, 29, 0.15, 0
1, 27, 27, 27, 0.15, 0
1, 16, 16, 16, 0.15, 0
1, 10, 10, 10, 0.15, 0
150, 16, 10, 16, 0.007500000000000007, 1
149, 41, 10, 41, 0.007499999999999979, 0
148, 41, 10, 41, 0.007499999999999979, 0
147, 41, 10, 41, 0.007499999999999979, 0
146, 41, 10, 41, 0.007499999999999979, 0
145, 41, 10, 41, 0.007499999999999979, 0
144, 41, 10, 41, 0.007499999999999979, 0
143, 41, 10, 41, 0.007499999999999979, 0
142, 41, 10, 41, 0.007499999999999979, 0
141, 41, 10, 41, 0.007499999999999979, 0
140, 41, 10, 41, 0.007499999999999979, 0
139, 41, 10, 41, 0.007499999999999979, 0
138, 41, 10, 41, 0.007499999999999979, 0
137, 41, 10, 41, 0.007499999999999979, 0
136, 41, 10, 41, 0.007499999999999979, 0
135, 41, 10, 41, 0.007499999999999979, 0
134, 41, 10, 41, 0.007499999999999979, 0
133, 41, 10, 41, 0.007499999999999979, 0
132, 41, 10, 41, 0.007499999999999979, 0
131, 41, 10, 41, 0.007499999999999979, 0
130, 41, 10, 41, 0.007499999999999979, 0
129, 41, 10, 41, 0.007499999999999979, 0
128, 41, 10, 41, 0.007499999999999979, 0
127, 41, 10, 41, 0.007499999999999979, 0
126, 41, 10, 41, 0.007499999999999979, 0
125, 41, 10, 41, 0.007499999999999979, 0
124, 41, 10, 41, 0.007499999999999979, 0
123, 41, 10, 41, 0.007499999999999979, 0
122, 41, 10, 41, 0.007499999999999979, 0
121, 41, 10, 41, 0.007499999999999979, 0
120, 41, 10, 41, 0.007499999999999979, 0
119, 41, 10, 41, 0.007499999999999979, 0
118, 41, 10, 41, 0.007499999999999979, 0
117, 41, 10, 41, 0.007499999999999979, 0
116, 41, 10, 41, 0.007499999999999979, 0
115, 41, 10, 41, 0.007499999999999979, 0
114, 41, 10, 41, 0.007499999999999979, 0
113, 41, 10, 41, 0.007499999999999979, 0
112, 41, 10, 41, 0.007499999999999979, 0
111, 41, 10, 41, 0.007499999999999979, 0
110, 41, 10, 41, 0.007499999999999979, 0
109, 41, 10, 41, 0.007499999999999979, 0
108, 41, 10, 41, 0.007499999999999979, 0
107, 41, 10, 41, 0.007499999999999979, 0
106, 41, 10, 41, 0.007499999999999979, 0
105, 41, 10, 41, 0.007499999999999979, 0
104, 41, 10, 41, 0.007499999999999979, 0
103, 41, 10, 41, 0.007499999999999979, 0
102, 41, 10, 41, 0.007499999999999979, 0
101, 41, 10, 41, 0.007499999999999979, 0
100, 41, 10, 41, 0.007499999999999979, 0
99, 41, 10, 41, 0.007499999999999979, 0
98, 41, 10, 41, 0.007499999999999979, 0
97, 41, 10, 41, 0.007499999999999979, 0
96, 41, 10, 41, 0.007499999999999979, 0
95, 41, 10, 41, 0.007499999999999979, 0
94, 41, 10, 41, 0.007499999999999979, 0
93, 41, 10, 41, 0.007499999999999979, 0
92, 41, 10, 41, 0.007499999999999979, 0
91, 41, 10, 41, 0.007499999999999979, 0
90, 41, 10, 41, 0.007499999999999979, 0
89, 41, 10, 41, 0.007499999999999979, 0
88, 41, 10, 41, 0.007499999999999979, 0
87, 41, 10, 41, 0.007499999999999979, 0
86, 41, 10, 41, 0.007499999999999979, 0
85, 41, 10, 41, 0.007499999999999979, 0
84, 41, 10, 41, 0.007499999999999979, 0
83, 41, 10, 41, 0.007499999999999979, 0
82, 41, 10, 41, 0.007499999999999979, 0
81, 41, 10, 41, 0.007499999999999979, 0
80, 41, 10, 41, 0.007499999999999979, 0
79, 41, 10, 41, 0.007499999999999979, 0
78, 41, 10, 41, 0.007499999999999979, 0
77, 41, 10, 41, 0.007499999999999979, 0
76, 41, 10, 41, 0.007499999999999979, 0
75, 41, 41, 41, 0.15, 0
74, 41, 41, 41, 0.15, 0
73, 41, 41, 41, 0.15, 0
72, 41, 41, 41, 0.15, 0
71, 41, 41, 41, 0.15, 0
70, 41, 41, 41, 0.15, 0
69, 41, 41, 41, 0.15, 0
68, 41, 41, 41, 0.15, 0
67, 41, 41, 41, 0.15, 0
66, 41, 41, 41, 0.15, 0
65, 41, 41, 41, 0.15, 0
64, 41, 41, 41, 0.15, 0
63, 41, 41, 41, 0.15, 0
62, 41, 41, 41, 0.15, 0
61, 41, 41, 41, 0.15, 0
60, 41, 41, 41, 0.15, 0
59, 41, 41, 41, 0.15, 0
58, 41, 41, 41, 0.15, 0
57, 41, 41, 41, 0.15, 0
56, 41, 41, 41, 0.15, 0
55, 41, 41, 41, 0.15, 0
54, 41, 41, 41, 0.15, 0
53, 41, 41, 41, 0.15, 0
52, 41, 41, 41, 0.15, 0
51, 41, 41, 41, 0.15, 0
50, 41, 41, 41, 0.15, 0
49, 41, 41, 41, 0.15, 0
48, 41, 41, 41, 0.15, 0
47, 41, 41, 41, 0.15, 0
46, 41, 41, 41, 0.15, 0
45, 41, 41, 41, 0.15, 0
44, 41, 41, 41, 0.15, 0
43, 41, 41, 41, 0.15, 0
42, 41, 41, 41, 0.15, 0
41, 41, 41, 41, 0.15, 0
40, 41, 41, 41, 0.15, 0
39, 41, 41, 41, 0.15, 0
38, 41, 41, 41, 0.15, 0
37, 41, 41, 41, 0.15, 0
36, 41, 41, 41, 0.15, 0
35, 41, 41, 41, 0.15, 0
34, 41, 41, 41, 0.15, 0
33, 41, 41, 41, 0.15, 0
32, 41, 41, 41, 0.15, 0
31, 41, 41, 41, 0.15, 0
30, 41, 41, 41, 0.15, 0
29, 41, 41, 41, 0.15, 0
28, 41, 41, 41, 0.15, 0
27, 41, 41, 41, 0.15, 0
26, 41, 41, 41, 0.15, 0
25, 41, 41, 41, 0.15, 0
24, 41, 41, 41, 0.15, 0
23, 41, 41, 41, 0.15, 0
22, 41, 41, 41, 0.15, 0
21, 41, 41, 41, 0.15, 0
20, 41, 41, 41, 0.15, 0
19, 41, 41, 41, 0.15, 0
18, 41, 41, 41, 0.15, 0
17, 41, 41, 41, 0.15, 0
16, 41, 41, 41, 0.15, 0
15, 41, 41, 41, 0.15, 0
14, 41, 41, 41, 0.15, 0
13, 41, 41, 41, 0.15, 0
12, 41, 41, 41, 0.15, 0
11, 41, 41, 41, 0.15, 0
10, 41, 41, 41, 0.15, 0
9, 41, 41, 41, 0.15, 0
8, 41, 41, 41, 0.15, 0
7, 41, 41, 41, 0.15, 0
6, 41, 41, 41, 0.15, 0
5, 41, 41, 41, 0.15, 0
4, 41, 41, 41, 0.15, 0
3, 41, 41, 41, 0.15, 0
2, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 41, 41, 41, 0.15, 0
1, 45, 45, 45, 0.15, 0
1, 29, 29, 29, 0.15, 0
1, 29, 29, 29, 0.15, 0
1, 27, 27, 27, 0.15, 0
1, 16, 16, 16, 0.15, 0
1, 16, 16, 16, 0.15, 0
150, 29, 16, 29, 0.007500000000000007, 1
149, 29, 16, 29, 0.007500000000000007, 0
148, 29, 16, 29, 0.007500000000000007, 0
